Kohl's,25-04-2019,West,Washington,Seattle,Men's Street Footwear,70,1958,137060,56190,41,Outlet
Kohl's,25-04-2019,Southeast,South Carolina,Charleston,Women's Street Footwear,55,1639,90145,37860,42,Online
Amazon,25-04-2019,Northeast,Maryland,Baltimore,Men's Athletic Footwear,65,1505,97825,32280,33,Online
Amazon,26-04-2019,South,Oklahoma,Oklahoma City,Women's Apparel,65,1778,115570,47380,41,Online
Sports Direct,26-04-2019,South,Oklahoma,Oklahoma City,Women's Apparel,50,1063,53150,18600,35,In-store
Kohl's,26-04-2019,South,Tennessee,Knoxville,Women's Apparel,65,1322,85930,48120,56,In-store
Amazon,26-04-2019,Midwest,Ohio,Columbus,Women's Apparel,65,1349,87685,39460,45,Online
Kohl's,26-04-2019,West,Washington,Seattle,Men's Athletic Footwear,60,1109,66540,31940,48,Outlet
Kohl's,26-04-2019,Northeast,Massachusetts,Boston,Men's Apparel,35,1765,61775,25950,42,Outlet
Amazon,26-04-2019,Midwest,Nebraska,Omaha,Men's Athletic Footwear,50,1248,62400,19340,31,Online
Walmart,26-04-2019,South,Alabama,Birmingham,Women's Apparel,65,1604,104260,57340,55,Outlet
Kohl's,26-04-2019,West,Utah,Salt Lake City,Men's Athletic Footwear,45,1930,86850,29530,34,Online
Amazon,26-04-2019,South,Alabama,Birmingham,Women's Athletic Footwear,45,1450,65250,33280,51,Online
Kohl's,26-04-2019,West,Arizona,Phoenix,Women's Athletic Footwear,45,1876,84420,28700,34,Online
Sports Direct,26-04-2019,South,Alabama,Birmingham,Men's Street Footwear,55,1144,62920,21390,34,In-store
West Gear,26-04-2019,West,Oregon,Portland,Women's Apparel,45,1479,66555,37270,56,Outlet
Amazon,26-04-2019,West,Alaska,Anchorage,Men's Athletic Footwear,55,1606,88330,29150,33,Online
West Gear,26-04-2019,South,Tennessee,Knoxville,Women's Apparel,40,1012,40480,14570,36,In-store
Walmart,26-04-2019,Midwest,Nebraska,Omaha,Men's Street Footwear,60,1463,87780,27210,31,Online
Foot Locker,26-04-2019,South,Mississippi,Jackson,Women's Athletic Footwear,35,1245,43575,18740,43,In-store
Foot Locker,26-04-2019,West,Hawaii,Honolulu,Men's Street Footwear,60,1347,80820,34750,43,Online
Sports Direct,26-04-2019,West,Idaho,Boise,Women's Athletic Footwear,55,1294,71170,27040,38,Online
West Gear,26-04-2019,Midwest,Iowa,Des Moines,Men's Apparel,65,1070,69550,25040,36,In-store
Foot Locker,26-04-2019,West,Colorado,Denver,Women's Street Footwear,35,1888,66080,34360,52,In-store
Sports Direct,26-04-2019,Northeast,New Hampshire,Manchester,Men's Apparel,45,1270,57150,27430,48,In-store
Walmart,26-04-2019,Northeast,Maine,Portland,Women's Apparel,60,1566,93960,52620,56,Outlet
Amazon,26-04-2019,Midwest,Minnesota,Minneapolis,Men's Street Footwear,60,1201,72060,33870,47,Online
Amazon,26-04-2019,Midwest,Kansas,Wichita,Men's Athletic Footwear,50,1942,97100,39810,41,Online
Walmart,27-04-2019,Northeast,Massachusetts,Boston,Women's Athletic Footwear,40,1369,54760,27380,50,Online
Amazon,27-04-2019,Midwest,Missouri,St. Louis,Men's Apparel,60,1477,88620,29240,33,Online
Amazon,27-04-2019,Northeast,Maryland,Baltimore,Women's Street Footwear,65,1481,96265,42360,44,Online
Kohl's,27-04-2019,Northeast,Massachusetts,Boston,Women's Athletic Footwear,50,1915,95750,52660,55,Outlet
Walmart,27-04-2019,West,Arizona,Phoenix,Men's Apparel,60,1064,63840,21070,33,Outlet
Foot Locker,27-04-2019,Midwest,Michigan,Detroit,Men's Athletic Footwear,70,1365,95550,55420,58,In-store
Sports Direct,27-04-2019,Northeast,Pennsylvania,Philadelphia,Women's Apparel,35,1087,38045,19780,52,Online
Amazon,27-04-2019,South,Tennessee,Knoxville,Women's Apparel,60,1666,99960,32990,33,Online
Sports Direct,27-04-2019,Northeast,New Jersey,Newark,Women's Athletic Footwear,40,1648,65920,39550,60,In-store
Kohl's,27-04-2019,Southeast,Virginia,Richmond,Men's Athletic Footwear,55,1187,65285,30680,47,Online
Kohl's,27-04-2019,Northeast,Maryland,Baltimore,Men's Apparel,40,1126,45040,14860,33,Online
Kohl's,27-04-2019,Southeast,Florida,Orlando,Women's Athletic Footwear,40,1890,75600,38560,51,Online
West Gear,27-04-2019,South,Arkansas,Little Rock,Women's Apparel,35,1443,50505,27270,54,Outlet
West Gear,27-04-2019,Northeast,Maine,Portland,Men's Apparel,55,1498,82390,39550,48,Online
Amazon,27-04-2019,Southeast,South Carolina,Charleston,Men's Street Footwear,60,1316,78960,40270,51,Online
Sports Direct,27-04-2019,South,Tennessee,Knoxville,Men's Apparel,50,1280,64000,30720,48,In-store
Sports Direct,27-04-2019,South,Texas,Houston,Women's Street Footwear,70,1588,111160,58910,53,In-store
Sports Direct,27-04-2019,West,Idaho,Boise,Men's Apparel,50,1796,89800,36820,41,Online
Amazon,27-04-2019,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,50,1205,60250,19880,33,Online
Walmart,27-04-2019,South,Louisiana,New Orleans,Women's Street Footwear,35,1969,68915,39280,57,Online
Walmart,27-04-2019,West,Idaho,Boise,Women's Street Footwear,60,1472,88320,41510,47,Outlet
Sports Direct,27-04-2019,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,45,1372,61740,35190,57,In-store
Sports Direct,27-04-2019,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,70,1419,99330,44700,45,Online
West Gear,27-04-2019,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,60,1837,110220,47390,43,Online
Kohl's,27-04-2019,Southeast,Kentucky,Louisville,Women's Apparel,70,1766,123620,70460,57,In-store
West Gear,28-04-2019,Southeast,South Carolina,Charleston,Women's Street Footwear,45,1958,88110,50220,57,Outlet
West Gear,28-04-2019,Midwest,Montana,Billings,Men's Athletic Footwear,55,1259,69245,40160,58,Outlet
West Gear,28-04-2019,West,California,San Francisco,Women's Street Footwear,65,1784,115960,57980,50,Online
Foot Locker,28-04-2019,South,Oklahoma,Oklahoma City,Women's Apparel,30,1229,36870,18800,51,Outlet
Foot Locker,28-04-2019,South,Texas,Houston,Women's Athletic Footwear,65,1133,73645,39770,54,Online
West Gear,28-04-2019,South,Texas,Houston,Women's Athletic Footwear,30,1179,35370,17680,50,Outlet
Kohl's,28-04-2019,Midwest,Iowa,Des Moines,Women's Athletic Footwear,35,1839,64365,21240,33,In-store
Kohl's,28-04-2019,Southeast,Virginia,Richmond,Women's Street Footwear,55,1795,98725,30600,31,In-store
West Gear,28-04-2019,Northeast,Delaware,Wilmington,Men's Street Footwear,45,1474,66330,23880,36,Outlet
West Gear,28-04-2019,Northeast,New Jersey,Newark,Women's Street Footwear,65,1277,83005,46480,56,In-store
Foot Locker,28-04-2019,Midwest,Nebraska,Omaha,Women's Street Footwear,35,1057,36995,11840,32,In-store
Amazon,28-04-2019,Northeast,Delaware,Wilmington,Women's Street Footwear,65,1245,80925,27510,34,Online
Kohl's,28-04-2019,Southeast,North Carolina,Charlotte,Men's Apparel,40,1119,44760,17900,40,In-store
West Gear,28-04-2019,Northeast,Connecticut,Hartford,Women's Athletic Footwear,50,1175,58750,24090,41,Outlet
Sports Direct,28-04-2019,South,Tennessee,Knoxville,Women's Apparel,35,1917,67095,32880,49,Outlet
Walmart,28-04-2019,Midwest,Ohio,Columbus,Men's Street Footwear,55,1372,75460,43770,58,Outlet
Kohl's,28-04-2019,South,Louisiana,New Orleans,Men's Street Footwear,65,1519,98735,36530,37,In-store
Foot Locker,28-04-2019,Northeast,Massachusetts,Boston,Women's Street Footwear,60,1581,94860,37000,39,Outlet
West Gear,28-04-2019,West,Oregon,Portland,Women's Athletic Footwear,40,1122,44880,23340,52,Online
Foot Locker,28-04-2019,Southeast,South Carolina,Charleston,Men's Apparel,65,1002,65130,26050,40,Online
Kohl's,28-04-2019,Southeast,South Carolina,Charleston,Men's Apparel,65,1752,113880,44410,39,Online
Walmart,28-04-2019,Midwest,Kansas,Wichita,Women's Apparel,45,1083,48735,23880,49,In-store
Sports Direct,28-04-2019,Southeast,South Carolina,Charleston,Women's Athletic Footwear,40,1930,77200,44780,58,Online
Kohl's,28-04-2019,Northeast,Connecticut,Hartford,Women's Athletic Footwear,55,1861,102355,37870,37,Outlet
Sports Direct,28-04-2019,South,Mississippi,Jackson,Women's Street Footwear,35,1873,65555,34090,52,Online
Foot Locker,29-04-2019,Midwest,Kansas,Wichita,Women's Athletic Footwear,35,1964,68740,33680,49,In-store
Foot Locker,29-04-2019,West,Idaho,Boise,Men's Athletic Footwear,45,1335,60075,23430,39,In-store
Kohl's,29-04-2019,West,Wyoming,Cheyenne,Women's Athletic Footwear,70,1470,102900,33960,33,Outlet
Sports Direct,29-04-2019,South,Texas,Dallas,Women's Apparel,40,1200,48000,26400,55,Online
Sports Direct,29-04-2019,Midwest,Missouri,St. Louis,Men's Street Footwear,60,1850,111000,53280,48,Outlet
West Gear,29-04-2019,West,Nevada,Las Vegas,Women's Apparel,60,1481,88860,47980,54,Online
Kohl's,29-04-2019,Northeast,New Hampshire,Manchester,Women's Street Footwear,40,1681,67240,21520,32,Outlet
Foot Locker,29-04-2019,South,Mississippi,Jackson,Women's Street Footwear,50,1747,87350,33190,38,Outlet
West Gear,29-04-2019,Northeast,Vermont,Burlington,Women's Athletic Footwear,70,1656,115920,61440,53,Online
Kohl's,29-04-2019,South,Texas,Dallas,Women's Athletic Footwear,35,1389,48615,19450,40,In-store
Foot Locker,29-04-2019,Southeast,Virginia,Richmond,Women's Street Footwear,55,1594,87670,28930,33,Outlet
West Gear,29-04-2019,Southeast,South Carolina,Charleston,Women's Athletic Footwear,45,1199,53955,21040,39,Outlet
Kohl's,29-04-2019,Midwest,Minnesota,Minneapolis,Women's Apparel,40,1028,41120,18920,46,Outlet
West Gear,29-04-2019,Southeast,Florida,Orlando,Women's Athletic Footwear,30,1397,41910,20120,48,In-store
Walmart,29-04-2019,Midwest,Nebraska,Omaha,Men's Athletic Footwear,40,1775,71000,38340,54,Online
West Gear,29-04-2019,West,Idaho,Boise,Women's Street Footwear,45,1445,65025,31860,49,In-store
Sports Direct,29-04-2019,Southeast,South Carolina,Charleston,Men's Street Footwear,70,1349,94430,28330,30,Online
Kohl's,29-04-2019,Midwest,Nebraska,Omaha,Women's Athletic Footwear,55,1433,78815,41770,53,Online
Kohl's,29-04-2019,Southeast,North Carolina,Charlotte,Men's Street Footwear,40,1843,73720,30960,42,Outlet
Walmart,29-04-2019,Midwest,North Dakota,Fargo,Men's Street Footwear,50,1885,94250,55610,59,Online
Sports Direct,29-04-2019,Midwest,Michigan,Detroit,Women's Street Footwear,55,1067,58685,21130,36,Outlet
Foot Locker,29-04-2019,Southeast,Georgia,Atlanta,Men's Athletic Footwear,50,1364,68200,23190,34,In-store
Kohl's,29-04-2019,Midwest,North Dakota,Fargo,Women's Athletic Footwear,55,1983,109065,39260,36,In-store
Amazon,29-04-2019,South,Texas,Dallas,Women's Athletic Footwear,65,1597,103805,58130,56,Online
Kohl's,29-04-2019,South,Mississippi,Jackson,Women's Athletic Footwear,45,1189,53505,23540,44,Online
Sports Direct,30-04-2019,South,Mississippi,Jackson,Men's Street Footwear,30,1310,39300,14150,36,Outlet
Sports Direct,30-04-2019,Midwest,Michigan,Detroit,Women's Athletic Footwear,55,1690,92950,30670,33,Outlet
Walmart,30-04-2019,West,Wyoming,Cheyenne,Women's Athletic Footwear,60,1439,86340,42310,49,Outlet
West Gear,30-04-2019,Southeast,South Carolina,Charleston,Women's Apparel,40,1573,62920,35240,56,Online
Walmart,30-04-2019,Northeast,West Virginia,Charleston,Men's Apparel,50,1766,88300,43270,49,Online
Kohl's,30-04-2019,Midwest,Missouri,St. Louis,Women's Athletic Footwear,65,1617,105105,57810,55,Online
Sports Direct,30-04-2019,Southeast,South Carolina,Charleston,Women's Street Footwear,30,1456,43680,20090,46,Outlet
West Gear,30-04-2019,Northeast,New Jersey,Newark,Men's Apparel,60,1589,95340,35280,37,Outlet
Foot Locker,30-04-2019,South,Texas,Dallas,Men's Athletic Footwear,40,1340,53600,16620,31,Outlet
West Gear,30-04-2019,Midwest,Michigan,Detroit,Women's Athletic Footwear,55,1370,75350,27130,36,In-store
Walmart,30-04-2019,Midwest,Indiana,Indianapolis,Men's Street Footwear,45,1824,82080,25440,31,Outlet
Kohl's,30-04-2019,Midwest,Ohio,Columbus,Women's Street Footwear,55,1773,97515,34130,35,Outlet
Kohl's,30-04-2019,Southeast,Kentucky,Louisville,Women's Street Footwear,35,1709,59815,23930,40,Online
Kohl's,30-04-2019,South,Alabama,Birmingham,Women's Street Footwear,55,1140,62700,37620,60,Online
Walmart,30-04-2019,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,50,1375,68750,30940,45,Online
Amazon,30-04-2019,South,Mississippi,Jackson,Men's Apparel,40,1583,63320,31030,49,Online
Foot Locker,30-04-2019,Northeast,Vermont,Burlington,Women's Street Footwear,55,1326,72930,31360,43,In-store
Kohl's,30-04-2019,Northeast,Maine,Portland,Women's Athletic Footwear,40,1325,53000,30210,57,Outlet
Kohl's,30-04-2019,South,Louisiana,New Orleans,Men's Street Footwear,65,1073,69745,36270,52,Online
Amazon,30-04-2019,West,Washington,Seattle,Men's Street Footwear,50,1335,66750,35380,53,Online
Walmart,30-04-2019,South,Mississippi,Jackson,Men's Athletic Footwear,50,1633,81650,32660,40,Outlet
Sports Direct,30-04-2019,Southeast,Kentucky,Louisville,Women's Apparel,65,1589,103285,39250,38,Online
West Gear,30-04-2019,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,50,1896,94800,33180,35,Outlet
Sports Direct,30-04-2019,Southeast,Georgia,Atlanta,Men's Athletic Footwear,50,1747,87350,42800,49,In-store
Walmart,30-04-2019,Southeast,Kentucky,Louisville,Men's Street Footwear,35,1151,40285,19340,48,In-store
Walmart,01-05-2019,West,Utah,Salt Lake City,Women's Street Footwear,60,1091,65460,32730,50,In-store
Amazon,01-05-2019,Southeast,Virginia,Richmond,Men's Athletic Footwear,45,1585,71325,31380,44,Online
Amazon,01-05-2019,Northeast,Maryland,Baltimore,Men's Apparel,45,1784,80280,32910,41,Online
Sports Direct,01-05-2019,Midwest,Indiana,Indianapolis,Women's Apparel,50,1981,99050,58440,59,Outlet
Foot Locker,01-05-2019,Northeast,Maryland,Baltimore,Women's Apparel,65,1824,118560,55720,47,Online
Kohl's,01-05-2019,Southeast,Virginia,Richmond,Women's Apparel,50,1311,65550,36050,55,Outlet
Sports Direct,01-05-2019,Southeast,Virginia,Richmond,Men's Athletic Footwear,45,1368,61560,27700,45,In-store
Sports Direct,01-05-2019,West,Wyoming,Cheyenne,Women's Athletic Footwear,50,1919,95950,43180,45,In-store
Amazon,01-05-2019,Southeast,Virginia,Richmond,Women's Street Footwear,40,1581,63240,31620,50,Online
Kohl's,01-05-2019,Midwest,Ohio,Columbus,Women's Athletic Footwear,40,1665,66600,21310,32,Online
West Gear,01-05-2019,South,Tennessee,Knoxville,Women's Apparel,45,1463,65835,23700,36,In-store
West Gear,01-05-2019,Southeast,Virginia,Richmond,Women's Apparel,35,1343,47005,19740,42,In-store
Amazon,01-05-2019,West,Oregon,Portland,Women's Apparel,65,1729,112385,41580,37,Online
Walmart,01-05-2019,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,50,1146,57300,27500,48,Outlet
West Gear,01-05-2019,Southeast,South Carolina,Charleston,Women's Athletic Footwear,40,1963,78520,44760,57,Outlet
Kohl's,01-05-2019,Southeast,Georgia,Atlanta,Men's Street Footwear,50,1978,98900,42530,43,In-store
West Gear,01-05-2019,West,Colorado,Denver,Women's Athletic Footwear,65,1044,67860,21040,31,In-store
Sports Direct,01-05-2019,Southeast,Florida,Miami,Men's Athletic Footwear,55,1847,101585,43680,43,Online
Walmart,01-05-2019,Midwest,North Dakota,Fargo,Women's Apparel,45,1449,65205,22170,34,In-store
Sports Direct,01-05-2019,South,Louisiana,New Orleans,Women's Athletic Footwear,55,1229,67595,31770,47,Online
Kohl's,01-05-2019,Southeast,Kentucky,Louisville,Women's Athletic Footwear,50,1080,54000,29160,54,In-store
Kohl's,01-05-2019,Southeast,South Carolina,Charleston,Men's Athletic Footwear,45,1808,81360,37430,46,In-store
Walmart,01-05-2019,Southeast,Georgia,Atlanta,Women's Apparel,35,1844,64540,30330,47,Online
Walmart,01-05-2019,Southeast,Florida,Orlando,Men's Athletic Footwear,30,1240,37200,19720,53,Outlet
Sports Direct,01-05-2019,Southeast,Virginia,Richmond,Women's Street Footwear,70,1412,98840,32620,33,Online
West Gear,02-05-2019,West,Alaska,Anchorage,Women's Apparel,60,1692,101520,44670,44,In-store
Sports Direct,02-05-2019,Northeast,Delaware,Wilmington,Men's Apparel,45,1142,51390,16960,33,Outlet
Kohl's,02-05-2019,West,Alaska,Anchorage,Men's Street Footwear,65,1371,89115,42780,48,Outlet
Sports Direct,02-05-2019,Midwest,Iowa,Des Moines,Men's Apparel,65,1555,101075,56600,56,Outlet
Kohl's,02-05-2019,South,Tennessee,Knoxville,Men's Street Footwear,45,1015,45675,20550,45,Online
Foot Locker,02-05-2019,West,New Mexico,Albuquerque,Men's Athletic Footwear,50,1784,89200,45490,51,Outlet
Sports Direct,02-05-2019,Midwest,Montana,Billings,Men's Apparel,70,1454,101780,55980,55,Online
Walmart,02-05-2019,South,Alabama,Birmingham,Men's Apparel,30,1967,59010,30100,51,Online
Kohl's,02-05-2019,South,Arkansas,Little Rock,Women's Athletic Footwear,50,1960,98000,44100,45,Outlet
Kohl's,02-05-2019,Midwest,Iowa,Des Moines,Women's Athletic Footwear,40,1611,64440,29640,46,Online
Foot Locker,02-05-2019,South,Texas,Dallas,Men's Apparel,55,1700,93500,35530,38,Online
Sports Direct,02-05-2019,West,California,San Francisco,Men's Street Footwear,35,1135,39725,15100,38,Online
Sports Direct,02-05-2019,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,65,1035,67275,35660,53,Outlet
Walmart,02-05-2019,Northeast,Rhode Island,Providence,Women's Athletic Footwear,50,1175,58750,21740,37,In-store
Walmart,02-05-2019,Southeast,Georgia,Atlanta,Women's Athletic Footwear,65,1687,109655,43860,40,Outlet
Foot Locker,02-05-2019,Northeast,New Hampshire,Manchester,Women's Apparel,40,1172,46880,14530,31,Outlet
Amazon,02-05-2019,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,55,1963,107965,51820,48,Online
Sports Direct,02-05-2019,Northeast,West Virginia,Charleston,Women's Apparel,30,1446,43380,15180,35,In-store
Foot Locker,02-05-2019,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,65,1869,121485,64390,53,Outlet
Walmart,02-05-2019,Midwest,North Dakota,Fargo,Men's Street Footwear,65,1429,92885,34370,37,Online
Foot Locker,02-05-2019,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,60,1115,66900,36130,54,Online
Foot Locker,02-05-2019,Midwest,Illinois,Chicago,Women's Street Footwear,55,1111,61105,34830,57,Outlet
Walmart,02-05-2019,Southeast,Kentucky,Louisville,Women's Street Footwear,45,1731,77895,38950,50,In-store
Sports Direct,02-05-2019,West,Arizona,Phoenix,Men's Athletic Footwear,30,1804,54120,24350,45,Outlet
Kohl's,02-05-2019,South,Alabama,Birmingham,Men's Street Footwear,60,1086,65160,28670,44,In-store
Walmart,03-05-2019,Midwest,Ohio,Columbus,Women's Athletic Footwear,40,1409,56360,31560,56,In-store
Walmart,03-05-2019,South,Arkansas,Little Rock,Men's Apparel,50,1709,85450,47850,56,Online
Walmart,03-05-2019,South,Louisiana,New Orleans,Men's Street Footwear,65,1411,91715,49530,54,In-store
Sports Direct,03-05-2019,South,Louisiana,New Orleans,Men's Apparel,70,1981,138670,76270,55,Online
Kohl's,03-05-2019,South,Alabama,Birmingham,Women's Apparel,60,1411,84660,26240,31,Outlet
Walmart,03-05-2019,South,Mississippi,Jackson,Women's Apparel,65,1005,65325,27440,42,Online
Foot Locker,03-05-2019,South,Louisiana,New Orleans,Men's Apparel,35,1200,42000,21420,51,Outlet
Kohl's,03-05-2019,West,Nevada,Las Vegas,Women's Street Footwear,35,1756,61460,33190,54,In-store
Kohl's,03-05-2019,Midwest,South Dakota,Sioux Falls,Men's Apparel,40,1724,68960,26200,38,In-store
Foot Locker,03-05-2019,South,Louisiana,New Orleans,Women's Street Footwear,60,1049,62940,25810,41,In-store
West Gear,03-05-2019,Midwest,Ohio,Columbus,Men's Athletic Footwear,40,1282,51280,16410,32,Online
West Gear,03-05-2019,Midwest,Iowa,Des Moines,Women's Street Footwear,50,1378,68900,36520,53,Outlet
Amazon,03-05-2019,Midwest,Iowa,Des Moines,Women's Street Footwear,70,1301,91070,40980,45,Online
West Gear,03-05-2019,South,Louisiana,New Orleans,Women's Street Footwear,35,1964,68740,39870,58,Outlet
Sports Direct,03-05-2019,South,Texas,Dallas,Men's Street Footwear,55,1281,70455,36640,52,In-store
Amazon,03-05-2019,Southeast,Florida,Miami,Women's Apparel,50,1749,87450,32360,37,Online
Foot Locker,03-05-2019,Midwest,North Dakota,Fargo,Men's Street Footwear,60,1375,82500,43720,53,In-store
Amazon,03-05-2019,West,Colorado,Denver,Men's Apparel,40,1196,47840,26310,55,Online
Kohl's,03-05-2019,Northeast,West Virginia,Charleston,Men's Athletic Footwear,60,1914,114840,40190,35,In-store
Amazon,03-05-2019,South,Alabama,Birmingham,Men's Athletic Footwear,70,1109,77630,27950,36,Online
Walmart,03-05-2019,Midwest,Illinois,Chicago,Women's Apparel,55,1288,70840,26920,38,In-store
Walmart,03-05-2019,West,Alaska,Anchorage,Men's Street Footwear,60,1924,115440,63490,55,In-store
Foot Locker,03-05-2019,West,Alaska,Anchorage,Men's Apparel,60,1620,97200,31100,32,Outlet
West Gear,03-05-2019,Southeast,Georgia,Atlanta,Men's Apparel,55,1139,62645,22550,36,In-store
Sports Direct,03-05-2019,South,Alabama,Birmingham,Women's Apparel,30,1947,58410,22200,38,In-store
Foot Locker,04-05-2019,West,Wyoming,Cheyenne,Women's Athletic Footwear,70,1455,101850,45830,45,Online
Kohl's,04-05-2019,Northeast,Massachusetts,Boston,Women's Athletic Footwear,65,1696,110240,44100,40,In-store
Amazon,04-05-2019,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,60,1828,109680,44970,41,Online
Amazon,04-05-2019,Southeast,Georgia,Atlanta,Men's Apparel,60,1111,66660,25330,38,Online
West Gear,04-05-2019,Midwest,North Dakota,Fargo,Men's Athletic Footwear,50,1664,83200,49090,59,In-store
West Gear,04-05-2019,Midwest,Michigan,Detroit,Men's Street Footwear,55,1054,57970,20290,35,In-store
Kohl's,04-05-2019,South,Mississippi,Jackson,Women's Street Footwear,45,1081,48645,22380,46,Outlet
West Gear,04-05-2019,Northeast,Pennsylvania,Philadelphia,Women's Apparel,30,1694,50820,23380,46,Outlet
West Gear,04-05-2019,Northeast,New Hampshire,Manchester,Men's Apparel,50,1321,66050,38310,58,Online
Amazon,04-05-2019,Northeast,New Hampshire,Manchester,Women's Apparel,40,1052,42080,17250,41,Online
Foot Locker,04-05-2019,South,Alabama,Birmingham,Women's Apparel,55,1271,69905,31460,45,Online
West Gear,04-05-2019,Northeast,Vermont,Burlington,Women's Street Footwear,60,1751,105060,37820,36,Online
Walmart,04-05-2019,Southeast,Georgia,Atlanta,Men's Athletic Footwear,60,1464,87840,47430,54,Outlet
Kohl's,04-05-2019,South,Oklahoma,Oklahoma City,Men's Street Footwear,60,1095,65700,24310,37,Outlet
West Gear,04-05-2019,Northeast,New Hampshire,Manchester,Women's Street Footwear,45,1562,70290,21790,31,Online
Walmart,04-05-2019,South,Arkansas,Little Rock,Women's Street Footwear,60,1555,93300,47580,51,In-store
Amazon,04-05-2019,Midwest,Kansas,Wichita,Men's Athletic Footwear,60,1028,61680,22200,36,Online
Sports Direct,04-05-2019,Northeast,Maine,Portland,Women's Street Footwear,45,1001,45045,17120,38,Outlet
Kohl's,04-05-2019,Southeast,Florida,Orlando,Men's Athletic Footwear,60,1545,92700,30590,33,In-store
West Gear,04-05-2019,Midwest,Nebraska,Omaha,Men's Apparel,45,1350,60750,26120,43,Outlet
Amazon,04-05-2019,Southeast,Florida,Miami,Men's Athletic Footwear,50,1249,62450,30600,49,Online
Walmart,04-05-2019,West,Washington,Seattle,Women's Athletic Footwear,55,1027,56485,23720,42,In-store
West Gear,04-05-2019,West,New Mexico,Albuquerque,Men's Street Footwear,65,1973,128245,46170,36,Online
Kohl's,04-05-2019,Midwest,Michigan,Detroit,Men's Apparel,60,1788,107280,49350,46,Online
West Gear,04-05-2019,Northeast,Massachusetts,Boston,Men's Athletic Footwear,50,1975,98750,56290,57,In-store
West Gear,05-05-2019,West,Hawaii,Honolulu,Men's Athletic Footwear,55,1067,58685,34620,59,Outlet
West Gear,05-05-2019,West,Utah,Salt Lake City,Men's Apparel,35,1762,61670,32690,53,Outlet
Amazon,05-05-2019,Southeast,Florida,Miami,Women's Street Footwear,70,1688,118160,64990,55,Online
Amazon,05-05-2019,South,Texas,Dallas,Women's Apparel,55,1882,103510,54860,53,Online
Sports Direct,05-05-2019,South,Mississippi,Jackson,Women's Apparel,45,1078,48510,24260,50,Outlet
West Gear,05-05-2019,West,Arizona,Phoenix,Men's Street Footwear,40,1386,55440,19960,36,Outlet
Amazon,05-05-2019,Southeast,Georgia,Atlanta,Men's Athletic Footwear,60,1112,66720,23350,35,Online
Amazon,05-05-2019,Southeast,Kentucky,Louisville,Men's Athletic Footwear,60,1137,68220,32750,48,Online
Walmart,05-05-2019,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,65,1671,108615,57570,53,Outlet
Kohl's,05-05-2019,Midwest,Missouri,St. Louis,Women's Athletic Footwear,50,1269,63450,21570,34,In-store
Foot Locker,05-05-2019,Northeast,Vermont,Burlington,Men's Street Footwear,35,1603,56105,24130,43,In-store
Foot Locker,05-05-2019,Midwest,Missouri,St. Louis,Women's Apparel,60,1530,91800,50490,55,Online
Amazon,05-05-2019,Southeast,Georgia,Atlanta,Women's Athletic Footwear,65,1822,118430,66320,56,Online
West Gear,05-05-2019,Northeast,Vermont,Burlington,Men's Athletic Footwear,65,1804,117260,37520,32,In-store
Kohl's,05-05-2019,South,Texas,Dallas,Women's Street Footwear,60,1191,71460,22870,32,Outlet
Kohl's,05-05-2019,Midwest,Michigan,Detroit,Women's Street Footwear,50,1832,91600,44880,49,Online
Walmart,05-05-2019,Midwest,Illinois,Chicago,Men's Street Footwear,40,1944,77760,25660,33,In-store
Foot Locker,05-05-2019,Northeast,Vermont,Burlington,Men's Athletic Footwear,35,1495,52325,20930,40,Outlet
Kohl's,05-05-2019,Southeast,Georgia,Atlanta,Men's Street Footwear,40,1898,75920,29610,39,In-store
Sports Direct,05-05-2019,Northeast,Vermont,Burlington,Women's Street Footwear,50,1987,99350,49680,50,Online
Walmart,05-05-2019,South,Louisiana,New Orleans,Men's Athletic Footwear,60,1553,93180,41000,44,Outlet
West Gear,05-05-2019,Northeast,New York,Albany,Women's Street Footwear,50,1623,81150,43010,53,Online
Kohl's,05-05-2019,Southeast,Virginia,Richmond,Men's Apparel,30,1212,36360,17820,49,Online
Kohl's,05-05-2019,West,Nevada,Las Vegas,Women's Athletic Footwear,70,1539,107730,38780,36,Outlet
Amazon,05-05-2019,Southeast,North Carolina,Charlotte,Men's Street Footwear,60,1364,81840,41740,51,Online
West Gear,06-05-2019,Southeast,North Carolina,Charlotte,Women's Street Footwear,70,1002,70140,35770,51,Online
Walmart,06-05-2019,Northeast,New Jersey,Newark,Women's Apparel,40,1719,68760,37820,55,Outlet
Amazon,06-05-2019,South,Alabama,Birmingham,Women's Athletic Footwear,65,1924,125060,41270,33,Online
